BINID	Tool	genome_id	length_gs	precision_bp	precision_seq	rank	recall_bp	recall_seq	seq_counts_gs	seq_length_mean	total_length	total_seq_counts	tp_length	tp_seq_counts	sample_id
cluster_12957	Vamb fa045c0 (J1)	Otu489.0	3765770	1.0	1.0	NA	0.0006115615133160017	0.0015503875968992248	645	2303.0	2303	1	2303	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_23204	Vamb fa045c0 (J1)	Otu61.1	5422633	1.0	1.0	NA	0.0006115110500747515	0.00022977941176470588	4352	3316.0	3316	1	3316	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_8361	Vamb fa045c0 (J1)	Otu61.1	5422633	1.0	1.0	NA	0.0006115110500747515	0.00022977941176470588	4352	3316.0	3316	1	3316	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_33122	Vamb fa045c0 (J1)	Otu1389.0	6687619	1.0	1.0	NA	0.0006114283723399912	0.00033200531208499334	3012	4089.0	4089	1	4089	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_16585	Vamb fa045c0 (J1)	Otu1389.0	6687619	1.0	1.0	NA	0.0006114283723399912	0.00033200531208499334	3012	4089.0	4089	1	4089	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_32224	Vamb fa045c0 (J1)	Otu150.0	3309057	1.0	1.0	NA	0.0006113524185289041	0.010101010101010102	99	2023.0	2023	1	2023	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_38746	Vamb fa045c0 (J1)	Otu873.0	3386562	1.0	1.0	NA	0.0006112393631063007	0.000499001996007984	2004	2070.0	2070	1	2070	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_5586	Vamb fa045c0 (J1)	Otu136	4242890	1.0	1.0	NA	0.0006111400484103995	0.003703703703703704	270	2593.0	2593	1	2593	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_31950	Vamb fa045c0 (J1)	Otu1501	3837882	1.0	1.0	NA	0.0006110140957955455	0.00013854253255749516	7218	2345.0	2345	1	2345	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_40053	Vamb fa045c0 (J1)	Otu1420.0	5263456	1.0	1.0	NA	0.0006110053926545601	0.0008873114463176575	1127	3216.0	3216	1	3216	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_8933	Vamb fa045c0 (J1)	Otu873.0	3386562	1.0	1.0	NA	0.0006109440783898242	0.000499001996007984	2004	2069.0	2069	1	2069	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_10191	Vamb fa045c0 (J1)	Otu1287	4794364	1.0	1.0	NA	0.0006109256618813257	0.0006557377049180328	1525	2929.0	2929	1	2929	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_2955	Vamb fa045c0 (J1)	Otu751.0	3642367	1.0	1.0	NA	0.0006108665052148781	0.00043122035360068997	2319	2225.0	2225	1	2225	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_32464	Vamb fa045c0 (J1)	Otu61.1	5422633	1.0	1.0	NA	0.0006107734010396794	0.00022977941176470588	4352	3312.0	3312	1	3312	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_17554	Vamb fa045c0 (J1)	Otu1389.0	6687619	1.0	1.0	NA	0.0006106807220925713	0.00033200531208499334	3012	4084.0	4084	1	4084	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_9211	Vamb fa045c0 (J1)	Otu1389.0	6687619	1.0	1.0	NA	0.0006105311920430874	0.00033200531208499334	3012	4083.0	4083	1	4083	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_25328	Vamb fa045c0 (J1)	Otu1483.1	5642070	1.0	1.0	NA	0.0006104142628503369	0.0002880184331797235	3472	3444.0	3444	1	3444	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_39974	Vamb fa045c0 (J1)	Otu1483.1	5642070	1.0	1.0	NA	0.0006104142628503369	0.0002880184331797235	3472	3444.0	3444	1	3444	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_41144	Vamb fa045c0 (J1)	Otu829.0	3420711	1.0	1.0	NA	0.0006103994169633155	0.0024937655860349127	401	2088.0	2088	1	2088	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_27892	Vamb fa045c0 (J1)	Otu965	4149774	1.0	1.0	NA	0.0006103946865540147	0.0009057971014492754	1104	2533.0	2533	1	2533	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_1730	Vamb fa045c0 (J1)	Otu1389.0	6687619	1.0	1.0	NA	0.0006103816619936034	0.00033200531208499334	3012	4082.0	4082	1	4082	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_13878	Vamb fa045c0 (J1)	Otu873.0	3386562	1.0	1.0	NA	0.0006103535089568713	0.000499001996007984	2004	2067.0	2067	1	2067	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_6446	Vamb fa045c0 (J1)	Otu1279	7884010	1.0	1.0	NA	0.0006103493019415247	0.0007473841554559044	1338	4812.0	4812	1	4812	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_33578	Vamb fa045c0 (J1)	Otu1287	4794364	1.0	1.0	NA	0.000610299927164479	0.0006557377049180328	1525	2926.0	2926	1	2926	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_30004	Vamb fa045c0 (J1)	Otu61.1	5422633	1.0	1.0	NA	0.0006102201642633753	0.00022977941176470588	4352	3309.0	3309	1	3309	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_32680	Vamb fa045c0 (J1)	Otu1525.0	3359634	1.0	1.0	NA	0.0006101855142554218	0.0004597701149425287	2175	2050.0	2050	1	2050	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_14497	Vamb fa045c0 (J1)	Otu2468.0	4630256	1.0	1.0	NA	0.0006101174535490046	0.0009363295880149813	1068	2825.0	2825	1	2825	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_31658	Vamb fa045c0 (J1)	Otu2217	5681710	1.0	1.0	NA	0.0006100276149257882	0.00022841480127912289	4378	3466.0	3466	1	3466	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_22215	Vamb fa045c0 (J1)	Otu774	3426035	1.0	1.0	NA	0.000609742749271388	0.0002897710808461316	3451	2089.0	2089	1	2089	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_20864	Vamb fa045c0 (J1)	Otu774	3426035	1.0	1.0	NA	0.000609742749271388	0.0002897710808461316	3451	2089.0	2089	1	2089	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_17473	Vamb fa045c0 (J1)	Otu1389.0	6687619	1.0	1.0	NA	0.0006096340117461835	0.00033200531208499334	3012	4077.0	4077	1	4077	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_13048	Vamb fa045c0 (J1)	Otu1483.1	5642070	1.0	1.0	NA	0.0006095280632817388	0.0002880184331797235	3472	3439.0	3439	1	3439	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_22696	Vamb fa045c0 (J1)	Otu873.0	3386562	1.0	1.0	NA	0.0006094676548074419	0.000499001996007984	2004	2064.0	2064	1	2064	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_3432	Vamb fa045c0 (J1)	Otu812	3944656	1.0	1.0	NA	0.0006094321025711748	0.000429000429000429	2331	2404.0	2404	1	2404	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_12432	Vamb fa045c0 (J1)	Otu664.0	4007148	1.0	1.0	NA	0.00060941098257414	0.0004083299305839118	2449	2442.0	2442	1	2442	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_19447	Vamb fa045c0 (J1)	Otu1786	3367250	1.0	1.0	NA	0.0006093993614967704	0.0005767012687427913	1734	2052.0	2052	1	2052	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_30837	Vamb fa045c0 (J1)	Otu1977.0	3895702	1.0	1.0	NA	0.0006093895272276987	0.00019944156362185878	5014	2374.0	2374	1	2374	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_18023	Vamb fa045c0 (J1)	Otu108.0	4358655	1.0	1.0	NA	0.0006093622918079087	0.00037355248412401944	2677	2656.0	2656	1	2656	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_3210	Vamb fa045c0 (J1)	Otu1483.0	3723796	1.0	1.0	NA	0.0006093244635312998	0.00012651821862348178	7904	2269.0	2269	1	2269	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_23166	Vamb fa045c0 (J1)	Otu2217	5681710	1.0	1.0	NA	0.000609323601521373	0.00022841480127912289	4378	3462.0	3462	1	3462	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_18042	Vamb fa045c0 (J1)	Otu61.1	5422633	1.0	1.0	NA	0.0006092981029695353	0.00022977941176470588	4352	3304.0	3304	1	3304	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_32700	Vamb fa045c0 (J1)	Otu136	4242890	1.0	1.0	NA	0.0006092545411264491	0.003703703703703704	270	2585.0	2585	1	2585	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_15848	Vamb fa045c0 (J1)	Otu205.0	6785759	1.0	1.0	NA	0.0006092170382119376	0.00026198585276395077	3817	4134.0	4134	1	4134	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_29665	Vamb fa045c0 (J1)	Otu108.0	4358655	1.0	1.0	NA	0.0006091328632341858	0.00037355248412401944	2677	2655.0	2655	1	2655	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_11839	Vamb fa045c0 (J1)	Otu1237.0	3355051	1.0	1.0	NA	0.000608932621292493	0.00036643459142543056	2729	2043.0	2043	1	2043	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_14216	Vamb fa045c0 (J1)	Otu1501	3837882	1.0	1.0	NA	0.0006089296127395267	0.00013854253255749516	7218	2337.0	2337	1	2337	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_6649	Vamb fa045c0 (J1)	Otu1227	3299357	1.0	1.0	NA	0.0006089065233013584	0.0005194805194805195	1925	2009.0	2009	1	2009	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_6115	Vamb fa045c0 (J1)	Otu873.0	3386562	1.0	1.0	NA	0.0006088770853744889	0.000499001996007984	2004	2062.0	2062	1	2062	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_38968	Vamb fa045c0 (J1)	Otu1186	4351077	1.0	1.0	NA	0.0006088147830985294	0.00015748031496062991	6350	2649.0	2649	1	2649	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_29062	Vamb fa045c0 (J1)	Otu1016.0	3767029	1.0	1.0	NA	0.000608702507997682	0.0005868544600938967	1704	2293.0	2293	1	2293	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_1349	Vamb fa045c0 (J1)	Otu664.0	4007148	1.0	1.0	NA	0.0006086623204333855	0.0004083299305839118	2449	2439.0	2439	1	2439	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_37776	Vamb fa045c0 (J1)	Otu1483.1	5642070	1.0	1.0	NA	0.0006086418637131408	0.0002880184331797235	3472	3434.0	3434	1	3434	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_25086	Vamb fa045c0 (J1)	Otu1483.1	5642070	1.0	1.0	NA	0.0006086418637131408	0.0002880184331797235	3472	3434.0	3434	1	3434	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_5732	Vamb fa045c0 (J1)	Otu1977.0	3895702	1.0	1.0	NA	0.0006086194477914378	0.00019944156362185878	5014	2371.0	2371	1	2371	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_41257	Vamb fa045c0 (J1)	Otu1977.0	3895702	1.0	1.0	NA	0.0006086194477914378	0.00019944156362185878	5014	2371.0	2371	1	2371	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_1348	Vamb fa045c0 (J1)	Otu1786	3367250	1.0	1.0	NA	0.00060850842675774	0.0005767012687427913	1734	2049.0	2049	1	2049	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_16276	Vamb fa045c0 (J1)	Otu1501	3837882	1.0	1.0	NA	0.0006084084919755219	0.00013854253255749516	7218	2335.0	2335	1	2335	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_15304	Vamb fa045c0 (J1)	Otu1525.0	3359634	1.0	1.0	NA	0.0006083996054332109	0.0004597701149425287	2175	2044.0	2044	1	2044	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_40238	Vamb fa045c0 (J1)	Otu873.0	3386562	1.0	1.0	NA	0.000608286515941536	0.000499001996007984	2004	2060.0	2060	1	2060	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_8599	Vamb fa045c0 (J1)	Otu1483.1	5642070	1.0	1.0	NA	0.0006081101439719819	0.0002880184331797235	3472	3431.0	3431	1	3431	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_6111	Vamb fa045c0 (J1)	Otu1977.0	3895702	1.0	1.0	NA	0.0006081060615005973	0.00019944156362185878	5014	2369.0	2369	1	2369	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_20020	Vamb fa045c0 (J1)	Otu1287	4794364	1.0	1.0	NA	0.0006080055665360411	0.0006557377049180328	1525	2915.0	2915	1	2915	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_6268	Vamb fa045c0 (J1)	Otu1389.0	6687619	1.0	1.0	NA	0.0006079891812018597	0.00033200531208499334	3012	4066.0	4066	1	4066	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_34315	Vamb fa045c0 (J1)	Otu2217	5681710	1.0	1.0	NA	0.0006079155747125425	0.00022841480127912289	4378	3454.0	3454	1	3454	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_16667	Vamb fa045c0 (J1)	Otu1389.0	6687619	1.0	1.0	NA	0.0006078396511523757	0.00033200531208499334	3012	4065.0	4065	1	4065	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_546	Vamb fa045c0 (J1)	Otu1389.0	6687619	1.0	1.0	NA	0.0006078396511523757	0.00033200531208499334	3012	4065.0	4065	1	4065	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_27829	Vamb fa045c0 (J1)	Otu1287	4794364	1.0	1.0	NA	0.0006077969882970921	0.0006557377049180328	1525	2914.0	2914	1	2914	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_8743	Vamb fa045c0 (J1)	Otu2411	3743305	1.0	1.0	NA	0.0006077517060458606	0.0002495632642874969	4007	2275.0	2275	1	2275	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_3741	Vamb fa045c0 (J1)	Otu953.0	3769642	1.0	1.0	NA	0.0006077500197631499	0.00072992700729927	1370	2291.0	2291	1	2291	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_19541	Vamb fa045c0 (J1)	Otu2217	5681710	1.0	1.0	NA	0.0006077395713614387	0.00022841480127912289	4378	3453.0	3453	1	3453	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_15620	Vamb fa045c0 (J1)	Otu1483.0	3723796	1.0	1.0	NA	0.0006077132044827376	0.00012651821862348178	7904	2263.0	2263	1	2263	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_35105	Vamb fa045c0 (J1)	Otu873.0	3386562	1.0	1.0	NA	0.000607695946508583	0.000499001996007984	2004	2058.0	2058	1	2058	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_10776	Vamb fa045c0 (J1)	Otu1607	6412900	1.0	1.0	NA	0.0006076813921938592	0.0006939625260235947	1441	3897.0	3897	1	3897	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_14533	Vamb fa045c0 (J1)	Otu61.1	5422633	1.0	1.0	NA	0.0006076383926406231	0.00022977941176470588	4352	3295.0	3295	1	3295	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_14178	Vamb fa045c0 (J1)	Otu2217	5681710	1.0	1.0	NA	0.0006075635680103349	0.00022841480127912289	4378	3452.0	3452	1	3452	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_30673	Vamb fa045c0 (J1)	Otu108.0	4358655	1.0	1.0	NA	0.0006075268632181258	0.00037355248412401944	2677	2648.0	2648	1	2648	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_34143	Vamb fa045c0 (J1)	Otu61.1	5422633	1.0	1.0	NA	0.0006074539803818551	0.00022977941176470588	4352	3294.0	3294	1	3294	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_3377	Vamb fa045c0 (J1)	Otu1977.0	3895702	1.0	1.0	NA	0.0006073359820643365	0.00019944156362185878	5014	2366.0	2366	1	2366	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_38837	Vamb fa045c0 (J1)	Otu108.0	4358655	1.0	1.0	NA	0.000607297434644403	0.00037355248412401944	2677	2647.0	2647	1	2647	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_2362	Vamb fa045c0 (J1)	Otu1267.0	3827193	1.0	1.0	NA	0.0006072335521098623	0.0012345679012345679	810	2324.0	2324	1	2324	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_41914	Vamb fa045c0 (J1)	Otu1505.0	5938656	1.0	1.0	NA	0.0006072080955690985	0.0002679528403001072	3732	3606.0	3606	1	3606	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_25930	Vamb fa045c0 (J1)	Otu1483.1	5642070	1.0	1.0	NA	0.0006070467044896643	0.0002880184331797235	3472	3425.0	3425	1	3425	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_1312	Vamb fa045c0 (J1)	Otu1786	3367250	1.0	1.0	NA	0.0006070235355260228	0.0005767012687427913	1734	2044.0	2044	1	2044	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_23476	Vamb fa045c0 (J1)	Otu2411	3743305	1.0	1.0	NA	0.0006069502752247012	0.0002495632642874969	4007	2272.0	2272	1	2272	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_4703	Vamb fa045c0 (J1)	Otu61.1	5422633	1.0	1.0	NA	0.000606716331346783	0.00022977941176470588	4352	3290.0	3290	1	3290	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_42888	Vamb fa045c0 (J1)	Otu2217	5681710	1.0	1.0	NA	0.0006066835512548159	0.00022841480127912289	4378	3447.0	3447	1	3447	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_28990	Vamb fa045c0 (J1)	Otu22	3600306	1.0	1.0	NA	0.0006066151043827941	0.011764705882352941	85	2184.0	2184	1	2184	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_21830	Vamb fa045c0 (J1)	Otu1673	3732236	1.0	1.0	NA	0.000606606870519442	0.00014795088030773783	6759	2264.0	2264	1	2264	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_33832	Vamb fa045c0 (J1)	Otu894.0	4306329	1.0	1.0	NA	0.0006065491048175836	0.0026109660574412533	383	2612.0	2612	1	2612	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_13968	Vamb fa045c0 (J1)	Otu873.0	3386562	1.0	1.0	NA	0.0006065148076426772	0.000499001996007984	2004	2054.0	2054	1	2054	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_10694	Vamb fa045c0 (J1)	Otu2217	5681710	1.0	1.0	NA	0.000606507547903712	0.00022841480127912289	4378	3446.0	3446	1	3446	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_37287	Vamb fa045c0 (J1)	Otu108.0	4358655	1.0	1.0	NA	0.0006063797203495115	0.00037355248412401944	2677	2643.0	2643	1	2643	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_31912	Vamb fa045c0 (J1)	Otu108.0	4358655	1.0	1.0	NA	0.0006063797203495115	0.00037355248412401944	2677	2643.0	2643	1	2643	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_24051	Vamb fa045c0 (J1)	Otu1483.0	3723796	1.0	1.0	NA	0.0006063704886089356	0.00012651821862348178	7904	2258.0	2258	1	2258	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_40287	Vamb fa045c0 (J1)	Otu1133	5188928	1.0	1.0	NA	0.00060629093331031	0.0004522840343735866	2211	3146.0	3146	1	3146	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_40746	Vamb fa045c0 (J1)	Otu873.0	3386562	1.0	1.0	NA	0.0006062195229262007	0.000499001996007984	2004	2053.0	2053	1	2053	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_42520	Vamb fa045c0 (J1)	Otu751.0	3642367	1.0	1.0	NA	0.0006061992105682926	0.00043122035360068997	2319	2208.0	2208	1	2208	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_9881	Vamb fa045c0 (J1)	Otu1254	3637570	1.0	1.0	NA	0.0006061739018080752	0.00011746740279572419	8513	2205.0	2205	1	2205	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_16159	Vamb fa045c0 (J1)	Otu2268	4168230	1.0	1.0	NA	0.0006060126240634514	0.000505050505050505	1980	2526.0	2526	1	2526	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_32164	Vamb fa045c0 (J1)	Otu1186	4351077	1.0	1.0	NA	0.0006058270170810583	0.00015748031496062991	6350	2636.0	2636	1	2636	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_11923	Vamb fa045c0 (J1)	Otu965	4149774	1.0	1.0	NA	0.0006058161239624134	0.0009057971014492754	1104	2514.0	2514	1	2514	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_2340	Vamb fa045c0 (J1)	Otu801.0	3517606	1.0	1.0	NA	0.0006058097467425288	0.00020828993959591752	4801	2131.0	2131	1	2131	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_43254	Vamb fa045c0 (J1)	Otu1483.1	5642070	1.0	1.0	NA	0.000605806025093627	0.0002880184331797235	3472	3418.0	3418	1	3418	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_29946	Vamb fa045c0 (J1)	Otu1483.1	5642070	1.0	1.0	NA	0.000605806025093627	0.0002880184331797235	3472	3418.0	3418	1	3418	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_38198	Vamb fa045c0 (J1)	Otu1977.0	3895702	1.0	1.0	NA	0.000605795823191815	0.00019944156362185878	5014	2360.0	2360	1	2360	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_30158	Vamb fa045c0 (J1)	Otu61.1	5422633	1.0	1.0	NA	0.0006057942700529429	0.00022977941176470588	4352	3285.0	3285	1	3285	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_8533	Vamb fa045c0 (J1)	Otu108.0	4358655	1.0	1.0	NA	0.000605691434628343	0.00037355248412401944	2677	2640.0	2640	1	2640	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_43223	Vamb fa045c0 (J1)	Otu108.0	4358655	1.0	1.0	NA	0.000605691434628343	0.00037355248412401944	2677	2640.0	2640	1	2640	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_13250	Vamb fa045c0 (J1)	Otu2036	3543229	1.0	1.0	NA	0.0006056622363386617	0.00014214641080312722	7035	2146.0	2146	1	2146	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_14672	Vamb fa045c0 (J1)	Otu873.0	3386562	1.0	1.0	NA	0.0006056289534932478	0.000499001996007984	2004	2051.0	2051	1	2051	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_30956	Vamb fa045c0 (J1)	Otu1483.1	5642070	1.0	1.0	NA	0.0006056287851799074	0.0002880184331797235	3472	3417.0	3417	1	3417	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_11726	Vamb fa045c0 (J1)	Otu1186	4351077	1.0	1.0	NA	0.0006055971889258683	0.00015748031496062991	6350	2635.0	2635	1	2635	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_34960	Vamb fa045c0 (J1)	Otu205.0	6785759	1.0	1.0	NA	0.0006055328519624702	0.00026198585276395077	3817	4109.0	4109	1	4109	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_33944	Vamb fa045c0 (J1)	Otu61.1	5422633	1.0	1.0	NA	0.0006054254455354069	0.00022977941176470588	4352	3283.0	3283	1	3283	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_14900	Vamb fa045c0 (J1)	Otu612.0	3682452	1.0	1.0	NA	0.0006053032055814984	0.0007507507507507507	1332	2229.0	2229	1	2229	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_31808	Vamb fa045c0 (J1)	Otu612.0	3682452	1.0	1.0	NA	0.0006053032055814984	0.0007507507507507507	1332	2229.0	2229	1	2229	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_20023	Vamb fa045c0 (J1)	Otu1483.0	3723796	1.0	1.0	NA	0.0006052963159098941	0.00012651821862348178	7904	2254.0	2254	1	2254	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_28257	Vamb fa045c0 (J1)	Otu1483.1	5642070	1.0	1.0	NA	0.0006052743053524682	0.0002880184331797235	3472	3415.0	3415	1	3415	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_39114	Vamb fa045c0 (J1)	Otu1483.1	5642070	1.0	1.0	NA	0.0006052743053524682	0.0002880184331797235	3472	3415.0	3415	1	3415	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_35735	Vamb fa045c0 (J1)	Otu1673	3732236	1.0	1.0	NA	0.0006052671910350793	0.00014795088030773783	6759	2259.0	2259	1	2259	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_19028	Vamb fa045c0 (J1)	Otu108.0	4358655	1.0	1.0	NA	0.0006052325774808972	0.00037355248412401944	2677	2638.0	2638	1	2638	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_36027	Vamb fa045c0 (J1)	Otu589	3487521	1.0	1.0	NA	0.0006050142780502254	0.0002544529262086514	3930	2110.0	2110	1	2110	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_866	Vamb fa045c0 (J1)	Otu108.0	4358655	1.0	1.0	NA	0.0006050031489071744	0.00037355248412401944	2677	2637.0	2637	1	2637	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_1667	Vamb fa045c0 (J1)	Otu108.0	4358655	1.0	1.0	NA	0.0006047737203334515	0.00037355248412401944	2677	2636.0	2636	1	2636	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_35743	Vamb fa045c0 (J1)	Otu1977.0	3895702	1.0	1.0	NA	0.0006047690506101339	0.00019944156362185878	5014	2356.0	2356	1	2356	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_6926	Vamb fa045c0 (J1)	Otu520.0	3937546	1.0	1.0	NA	0.0006046913483677397	0.001589825119236884	629	2381.0	2381	1	2381	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_35616	Vamb fa045c0 (J1)	Otu965	4149774	1.0	1.0	NA	0.0006046112390698867	0.0009057971014492754	1104	2509.0	2509	1	2509	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_34061	Vamb fa045c0 (J1)	Otu1483.1	5642070	1.0	1.0	NA	0.0006045653456975897	0.0002880184331797235	3472	3411.0	3411	1	3411	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
