BINID	total_length	seq_length_mean	total_seq_counts	genome_id	tp_length	tp_seq_counts	precision_bp	precision_seq	length_gs	seq_counts_gs	recall_bp	recall_seq	rank	Tool	sample_id
cluster_2379	3926.0	3926.0	1.0	SP108_S87	3926.0	1.0	1.0	1.0	1934373.0	517.0	0.0020295982212324096	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_2407	2115.0	2115.0	1.0	SP108_S87	2115.0	1.0	1.0	1.0	1934373.0	517.0	0.0010933775440414026	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_2426	3902.0	3902.0	1.0	SP108_S87	3902.0	1.0	1.0	1.0	1934373.0	517.0	0.002017191100165273	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_2497	6255.0	6255.0	1.0	SP108_S87	6255.0	1.0	1.0	1.0	1934373.0	517.0	0.0032336059281224457	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_2519	6271.0	6271.0	1.0	SP108_S87	6271.0	1.0	1.0	1.0	1934373.0	517.0	0.0032418773421672036	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_2522	4308.0	4308.0	1.0	SP108_S87	4308.0	1.0	1.0	1.0	1934373.0	517.0	0.002227078231550999	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_2530	2006.0	2006.0	1.0	SP108_S87	2006.0	1.0	1.0	1.0	1934373.0	517.0	0.001037028535861491	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_2541	2159.0	2159.0	1.0	MIKI-NS10	2159.0	1.0	1.0	1.0	2092134.0	100.0	0.0010319606679113288	0.01	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_2555	4784.0	4784.0	1.0	SP108_S87	4784.0	1.0	1.0	1.0	1934373.0	517.0	0.002473152799382539	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_2579	2802.0	2802.0	1.0	SP108_S87	2802.0	1.0	1.0	1.0	1934373.0	517.0	0.0014485313845881843	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_2610	2222.0	2222.0	1.0	SP108_S87	2222.0	1.0	1.0	1.0	1934373.0	517.0	0.0011486926254657194	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_2623	3219.0	3219.0	1.0	MIKI-NS20	3219.0	1.0	1.0	1.0	5362682.0	208.0	0.0006002593478412481	0.004807692307692308	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_2847	5438.0	5438.0	1.0	SP108_S87	5438.0	1.0	1.0	1.0	1934373.0	517.0	0.002811246848462008	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_2853	4293.0	4293.0	1.0	SP108_S87	4293.0	1.0	1.0	1.0	1934373.0	517.0	0.0022193237808840385	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_2868	2920.0	2920.0	1.0	SP108_S87	2920.0	1.0	1.0	1.0	1934373.0	517.0	0.001509533063168272	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_2893	9891.0	9891.0	1.0	SP108_S87	9891.0	1.0	1.0	1.0	1934373.0	517.0	0.005113284769793623	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_2900	4682.0	4682.0	1.0	spades_And8457_S3_L001	4682.0	1.0	1.0	1.0	4927240.0	82.0	0.0009502277136896112	0.012195121951219513	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_2918	4317.0	4317.0	1.0	SP108_S87	4317.0	1.0	1.0	1.0	1934373.0	517.0	0.0022317309019511747	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_2933	2150.0	2150.0	1.0	MIKI-NS06	2150.0	1.0	1.0	1.0	1964616.0	31.0	0.0010943614426432442	0.03225806451612903	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_2937	8249.0	8249.0	1.0	MIKI-NS03	8249.0	1.0	1.0	1.0	4487888.0	151.0	0.0018380583472671333	0.006622516556291391	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_2950	2466.0	2466.0	1.0	SP108_S87	2466.0	1.0	1.0	1.0	1934373.0	517.0	0.0012748316896482735	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_2966	4468.0	4468.0	1.0	SP108_S87	4468.0	1.0	1.0	1.0	1934373.0	517.0	0.0023097923719985754	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_2971	2300.0	2300.0	1.0	MIKI-NS15	2300.0	1.0	1.0	1.0	6804298.0	96.0	0.00033802164455466234	0.010416666666666666	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_2979	4042.0	4042.0	1.0	SP108_S87	4042.0	1.0	1.0	1.0	1934373.0	517.0	0.0020895659730569027	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_2993	6352.0	6352.0	1.0	SP108_S87	6352.0	1.0	1.0	1.0	1934373.0	517.0	0.003283751375768789	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_3005	2495.0	2495.0	1.0	MIKI-NS10	2495.0	1.0	1.0	1.0	2092134.0	100.0	0.001192562235497344	0.01	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_3024	167199.0	167199.0	1.0	MIKI-NS14	167199.0	1.0	1.0	1.0	5248865.0	43.0	0.03185431517099411	0.023255813953488372	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_3055	2756.0	2756.0	1.0	SP108_S87	2756.0	1.0	1.0	1.0	1934373.0	517.0	0.001424751069209506	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_3088	4851.0	4851.0	1.0	SP108_S87	4851.0	1.0	1.0	1.0	1934373.0	517.0	0.0025077893456949617	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_3110	4196.0	4196.0	1.0	MIKI-NS20	4196.0	1.0	1.0	1.0	5362682.0	208.0	0.0007824443067852989	0.004807692307692308	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_3124	11038.0	11038.0	1.0	SP108_S87	11038.0	1.0	1.0	1.0	1934373.0	517.0	0.005706241764127188	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_3132	10986.0	10986.0	1.0	SP108_S87	10986.0	1.0	1.0	1.0	1934373.0	517.0	0.005679359668481725	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_3133	8795.0	8795.0	1.0	SP108_S87	8795.0	1.0	1.0	1.0	1934373.0	517.0	0.0045466929077277235	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_3135	6672.0	6672.0	1.0	SP108_S87	6672.0	1.0	1.0	1.0	1934373.0	517.0	0.003449179656663942	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_3136	4625.0	4625.0	1.0	SP108_S87	4625.0	1.0	1.0	1.0	1934373.0	517.0	0.0023909556223127596	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_3167	4137.0	4137.0	1.0	SP108_S87	4137.0	1.0	1.0	1.0	1934373.0	517.0	0.0021386774939476513	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_3191	3024.0	3024.0	1.0	SP108_S87	3024.0	1.0	1.0	1.0	1934373.0	517.0	0.001563297254459197	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_3195	3495.0	3495.0	1.0	SP108_S87	3495.0	1.0	1.0	1.0	1934373.0	517.0	0.0018067870054017502	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_3199	2422.0	2422.0	1.0	SP108_S87	2422.0	1.0	1.0	1.0	1934373.0	517.0	0.00125208530102519	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_3204	6091.0	6091.0	1.0	spades_And8457_S3_L001	6091.0	1.0	1.0	1.0	4927240.0	82.0	0.001236189022657715	0.012195121951219513	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_3332	2981.0	2981.0	1.0	SP108_S87	2981.0	1.0	1.0	1.0	1934373.0	517.0	0.0015410678292139106	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_3333	5972.0	5972.0	1.0	MIKI-NS10	5972.0	1.0	1.0	1.0	2092134.0	100.0	0.002854501671499053	0.01	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_3335	6436.0	6436.0	1.0	SP108_S87	6436.0	1.0	1.0	1.0	1934373.0	517.0	0.0033271762995037667	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_3370	3743.0	3743.0	1.0	SP108_S87	3743.0	1.0	1.0	1.0	1934373.0	517.0	0.001934993923095494	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_3383	7940.0	7940.0	1.0	SP108_S87	7940.0	1.0	1.0	1.0	1934373.0	517.0	0.004104689219710986	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_3399	2492.0	2492.0	1.0	SP108_S87	2492.0	1.0	1.0	1.0	1934373.0	517.0	0.0012882727374710049	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_3403	2177.0	2177.0	1.0	SP108_S87	2177.0	1.0	1.0	1.0	1934373.0	517.0	0.0011254292734648385	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_3411	2956.0	2956.0	1.0	SP108_S87	2956.0	1.0	1.0	1.0	1934373.0	517.0	0.0015281437447689768	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_3417	9488.0	9488.0	1.0	SP108_S87	9488.0	1.0	1.0	1.0	1934373.0	517.0	0.00490494852854129	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_3423	3727.0	3727.0	1.0	SP108_S87	3727.0	1.0	1.0	1.0	1934373.0	517.0	0.0019267225090507363	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_3455	8011.0	8011.0	1.0	SP108_S87	8011.0	1.0	1.0	1.0	1934373.0	517.0	0.004141393619534598	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_3468	6858.0	6858.0	1.0	SP108_S87	6858.0	1.0	1.0	1.0	1934373.0	517.0	0.00354533484493425	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_3476	2729.0	2729.0	1.0	SP108_S87	2729.0	1.0	1.0	1.0	1934373.0	517.0	0.0014107930580089776	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_3492	3039.0	3039.0	1.0	SP108_S87	3039.0	1.0	1.0	1.0	1934373.0	517.0	0.001571051705126157	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_3500	2285.0	2285.0	1.0	SP108_S87	2285.0	1.0	1.0	1.0	1934373.0	517.0	0.0011812613182669526	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_3515	3070.0	3070.0	1.0	SP108_S87	3070.0	1.0	1.0	1.0	1934373.0	517.0	0.0015870775698378751	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_3536	8020.0	8020.0	1.0	SP108_S87	8020.0	1.0	1.0	1.0	1934373.0	517.0	0.0041460462899347746	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_3554	4352.0	4352.0	1.0	MIKI-NS10	4352.0	1.0	1.0	1.0	2092134.0	100.0	0.0020801726849236234	0.01	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_3601	21952.0	21952.0	1.0	spades_And8457_S3_L001	21952.0	1.0	1.0	1.0	4927240.0	82.0	0.004455232543979997	0.012195121951219513	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_3632	2750.0	2750.0	1.0	SP108_S87	2750.0	1.0	1.0	1.0	1934373.0	517.0	0.001421649288942722	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_3643	13311.0	13311.0	1.0	SP108_S87	13311.0	1.0	1.0	1.0	1934373.0	517.0	0.006881299521860572	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_3648	3349.0	3349.0	1.0	SP108_S87	3349.0	1.0	1.0	1.0	1934373.0	517.0	0.0017313103522433367	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_3660	5639.0	5639.0	1.0	SP108_S87	5639.0	1.0	1.0	1.0	1934373.0	517.0	0.0029151564873992762	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_3662	2142.0	2142.0	1.0	SP108_S87	2142.0	1.0	1.0	1.0	1934373.0	517.0	0.001107335555241931	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_3703	2890.0	2890.0	1.0	SP108_S87	2890.0	1.0	1.0	1.0	1934373.0	517.0	0.0014940241618343515	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_3704	9973.0	3324.3333333333335	3.0	MIKI-NS20	9973.0	3.0	1.0	1.0	5362682.0	208.0	0.0018597037825476134	0.014423076923076924	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_3717	2192.0	2192.0	1.0	SP108_S87	2192.0	1.0	1.0	1.0	1934373.0	517.0	0.0011331837241317989	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_3736	2487.0	2487.0	1.0	SP108_S87	2487.0	1.0	1.0	1.0	1934373.0	517.0	0.0012856879205820182	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_3775	5677.0	5677.0	1.0	SP108_S87	5677.0	1.0	1.0	1.0	1934373.0	517.0	0.0029348010957555757	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_3806	3613.0	3613.0	1.0	SP108_S87	3613.0	1.0	1.0	1.0	1934373.0	517.0	0.001867788683981838	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_3829	2188.0	2188.0	1.0	SP108_S87	2188.0	1.0	1.0	1.0	1934373.0	517.0	0.0011311158706206093	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_3854	2852.0	2852.0	1.0	SP108_S87	2852.0	1.0	1.0	1.0	1934373.0	517.0	0.001474379553478052	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_3861	4285.0	4285.0	1.0	SP108_S87	4285.0	1.0	1.0	1.0	1934373.0	517.0	0.0022151880738616597	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_3865	3419.0	3419.0	1.0	spades_And8457_S3_L001	3419.0	1.0	1.0	1.0	4927240.0	82.0	0.0006938975978438233	0.012195121951219513	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_3897	4982.0	4982.0	1.0	spades_And8457_S3_L001	4982.0	1.0	1.0	1.0	4927240.0	82.0	0.001011113726954644	0.012195121951219513	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_3908	9126.0	9126.0	1.0	SP108_S87	9126.0	1.0	1.0	1.0	1934373.0	517.0	0.004717807785778648	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_3919	2165.0	2165.0	1.0	SP108_S87	2165.0	1.0	1.0	1.0	1934373.0	517.0	0.0011192257129312702	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_3923	6215.0	6215.0	1.0	MIKI-NS10	6215.0	1.0	1.0	1.0	2092134.0	100.0	0.0029706510194853677	0.01	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_3939	24596.0	12298.0	2.0	MIKI-NS15	14210.0	1.0	0.577736217271101	0.5	6804298.0	96.0	0.0020883858996181533	0.010416666666666666	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_3946	6697.0	6697.0	1.0	SP108_S87	6697.0	1.0	1.0	1.0	1934373.0	517.0	0.0034621037411088763	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_4010	10335.0	10335.0	1.0	SP108_S87	10335.0	1.0	1.0	1.0	1934373.0	517.0	0.005342816509535648	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_4066	7056.0	7056.0	1.0	SP108_S87	7056.0	1.0	1.0	1.0	1934373.0	517.0	0.003647693593738126	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_4072	3874.0	3874.0	1.0	SP108_S87	3874.0	1.0	1.0	1.0	1934373.0	517.0	0.0020027161255869474	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_4085	2847.0	2847.0	1.0	SP108_S87	2847.0	1.0	1.0	1.0	1934373.0	517.0	0.0014717947365890654	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_4092	4214827.0	47895.76136363636	88.0	MIKI-NS03	4214827.0	88.0	1.0	1.0	4487888.0	151.0	0.9391560128060237	0.5827814569536424	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_4104	4080.0	4080.0	1.0	SP108_S87	4080.0	1.0	1.0	1.0	1934373.0	517.0	0.002109210581413202	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_4112	2823.0	2823.0	1.0	SP108_S87	2823.0	1.0	1.0	1.0	1934373.0	517.0	0.0014593876155219287	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_4125	3383.0	3383.0	1.0	SP108_S87	3383.0	1.0	1.0	1.0	1934373.0	517.0	0.0017488871070884468	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_4136	2774.0	2774.0	1.0	SP108_S87	2774.0	1.0	1.0	1.0	1934373.0	517.0	0.0014340564100098585	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_4183	3572.0	3572.0	1.0	SP108_S87	3572.0	1.0	1.0	1.0	1934373.0	517.0	0.0018465931854921465	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_4187	2387.0	2387.0	1.0	spades_And8457_S3_L001	2387.0	1.0	1.0	1.0	4927240.0	82.0	0.00048444971221211065	0.012195121951219513	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_4227	5153.0	5153.0	1.0	SP108_S87	5153.0	1.0	1.0	1.0	1934373.0	517.0	0.0026639122857897626	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_4233	6749.0	6749.0	1.0	SP108_S87	6749.0	1.0	1.0	1.0	1934373.0	517.0	0.0034889858367543386	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_4239	4695.0	4695.0	1.0	MIKI-NS10	4695.0	1.0	1.0	1.0	2092134.0	100.0	0.0022441201185010137	0.01	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_4247	133581.0	5807.869565217391	23.0	MIKI-NS03	133581.0	23.0	1.0	1.0	4487888.0	151.0	0.029764780226244507	0.152317880794702	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_4256	7684.0	7684.0	1.0	SP108_S87	7684.0	1.0	1.0	1.0	1934373.0	517.0	0.003972346594994864	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_4269	3281.0	3281.0	1.0	SP108_S87	3281.0	1.0	1.0	1.0	1934373.0	517.0	0.0016961568425531168	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_4271	3248.0	3248.0	1.0	SP108_S87	3248.0	1.0	1.0	1.0	1934373.0	517.0	0.001679097051085804	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_4289	4368.0	4368.0	1.0	SP108_S87	4368.0	1.0	1.0	1.0	1934373.0	517.0	0.00225809603421884	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_4363	12471.0	4157.0	3.0	MIKI-NS20	12471.0	3.0	1.0	1.0	5362682.0	208.0	0.002325515479008451	0.014423076923076924	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_4399	2001.0	2001.0	1.0	MIKI-NS10	2001.0	1.0	1.0	1.0	2092134.0	100.0	0.0009564396926774289	0.01	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_4423	7724.0	7724.0	1.0	SP108_S87	7724.0	1.0	1.0	1.0	1934373.0	517.0	0.003993025130106758	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_4436	51253.0	51253.0	1.0	MIKI-NS09	51253.0	1.0	1.0	1.0	2039640.0	22.0	0.02512845404090918	0.045454545454545456	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_4438	6448.0	6448.0	1.0	SP108_S87	6448.0	1.0	1.0	1.0	1934373.0	517.0	0.003333379860037335	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_4458	2188.0	2188.0	1.0	spades_And8457_S3_L001	2188.0	1.0	1.0	1.0	4927240.0	82.0	0.0004440619900796389	0.012195121951219513	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_4475	3186.0	3186.0	1.0	MIKI-NS06	3186.0	1.0	1.0	1.0	1964616.0	31.0	0.0016216909564006402	0.03225806451612903	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_4480	4177.0	4177.0	1.0	SP108_S87	4177.0	1.0	1.0	1.0	1934373.0	517.0	0.0021593560290595454	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_4499	3776.0	3776.0	1.0	SP108_S87	3776.0	1.0	1.0	1.0	1934373.0	517.0	0.0019520537145628067	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_4509	72936.0	14587.2	5.0	MIKI-NS02	72936.0	5.0	1.0	1.0	2999760.0	43.0	0.024313945115609248	0.11627906976744186	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_4512	4842.0	4842.0	1.0	SP108_S87	4842.0	1.0	1.0	1.0	1934373.0	517.0	0.0025031366752947854	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_4513	3901.0	3901.0	1.0	SP108_S87	3901.0	1.0	1.0	1.0	1934373.0	517.0	0.002016674136787476	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_4517	8420.0	8420.0	1.0	SP108_S87	8420.0	1.0	1.0	1.0	1934373.0	517.0	0.004352831641053716	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_4526	4017.0	4017.0	1.0	SP108_S87	4017.0	1.0	1.0	1.0	1934373.0	517.0	0.002076641888611969	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_4530	3432.0	3432.0	1.0	SP108_S87	3432.0	1.0	1.0	1.0	1934373.0	517.0	0.001774218312600517	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_4536	6808.0	6808.0	1.0	SP108_S87	6808.0	1.0	1.0	1.0	1934373.0	517.0	0.0035194866760443824	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_4544	5775.0	5775.0	1.0	SP108_S87	5775.0	1.0	1.0	1.0	1934373.0	517.0	0.002985463506779716	0.0019342359767891683	NA	Vamb fa045c0 (J1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
